Date,dia,Quantity,Rate,Value,t,t_square,log_Quantity,April,August,December,February,January,July,June,March,May,November,October,September
2017-05-31,12 MM,10.190000000000001,42700.0,555690.0,1,1,2.3214068472346336,False,False,False,False,False,False,False,False,True,False,False,False
2017-06-01,12 MM,4.37,41800.0,182666.0,1,1,1.4747630091074988,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-01,12 MM,0.98,42200.0,41356.0,1,1,-0.020202707317519466,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-01,12 MM,-3.0100000000000002,30900.0,-206150.0,1,1,,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-01,12 MM,-3.0100000000000002,35000.0,-206150.0,1,1,,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-03,12 MM,0.99,42200.0,41778.0,2,4,-0.01005033585350145,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-03,12 MM,5.93,42000.0,249060.0,2,4,1.780024213009634,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-05,12 MM,5.6,42000.0,235200.0,2,4,1.7227665977411035,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-05,12 MM,3.0,43000.0,129000.0,2,4,1.0986122886681098,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-05,12 MM,1.89,43000.0,81270.0,2,4,0.636576829071551,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-06,12 MM,10.190000000000001,42700.0,555690.0,2,4,2.3214068472346336,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-06,12 MM,3.54,37000.0,130980.0,2,4,1.264126727145683,False,False,False,False,False,False,True,False,False,False,False,False
2017-06-07,12 MM,4.13,42200.0,174286.0,2,4,1.4182774069729414,False,False,False,False,False,False,True,False,False,False,False,False
