Date,Quantity
30-05-2018,2
30-05-2018,10.19
30-05-2018,3.96
30-05-2018,2.96
30-05-2018,1.49
30-05-2018,1.06
30-05-2018,5.13
30-05-2018,10.19
30-05-2018,0.99
31-05-2018,1.92
31-05-2018,0.4
31-05-2018,0.33
31-05-2018,5.12
31-05-2018,0.75
31-05-2018,10.19
31-05-2018,0.48
31-05-2018,1.99
01-06-2018,10.19
01-06-2018,5.76
02-06-2018,5.24
02-06-2018,5.08
02-06-2018,1.06
02-06-2018,3.92
04-06-2018,5.21
04-06-2018,5.34
05-06-2018,0.5
05-06-2018,2.02
05-06-2018,3.48
05-06-2018,1.95
05-06-2018,10.19
06-06-2018,5.22
06-06-2018,4.48
06-06-2018,3.86
06-06-2018,1.98
06-06-2018,1.97
06-06-2018,2.01
07-06-2018,10.19
07-06-2018,1.19
07-06-2018,0.98
07-06-2018,1.96
07-06-2018,0.98
08-06-2018,0.99
08-06-2018,9.15
08-06-2018,2.01
09-06-2018,0.75
09-06-2018,8.6
09-06-2018,10.19
09-06-2018,10.19
09-06-2018,4.14
09-06-2018,4.03
11-06-2018,5.29
11-06-2018,2.04
12-06-2018,3.91
12-06-2018,3.442
12-06-2018,3.51
13-06-2018,0.252
13-06-2018,0.17
13-06-2018,7.81
13-06-2018,2.53
13-06-2018,1.01
18-06-2018,10.19
18-06-2018,2.94
18-06-2018,0.74
18-06-2018,10.19
18-06-2018,2.54
18-06-2018,5.28
18-06-2018,5.21
19-06-2018,4.01
19-06-2018,10.19
19-06-2018,1
20-06-2018,3.9
20-06-2018,9.23
20-06-2018,5.22
21-06-2018,0.5
21-06-2018,5.22
21-06-2018,0.99
21-06-2018,2.03
22-06-2018,1.6
22-06-2018,10.19
22-06-2018,1.02
22-06-2018,2
22-06-2018,0.42
22-06-2018,4.02
23-06-2018,0.67
23-06-2018,3.95
23-06-2018,10.19
23-06-2018,4
23-06-2018,4.19
23-06-2018,10.19
25-06-2018,5.63
25-06-2018,3.69
25-06-2018,10.19
25-06-2018,10.19
25-06-2018,0.77
26-06-2018,4.03
26-06-2018,2.99
26-06-2018,6.27
27-06-2018,1.94
27-06-2018,-3.01
27-06-2018,10.19
28-06-2018,10.19
28-06-2018,5.06
28-06-2018,2.77
28-06-2018,1.717
28-06-2018,10.19
29-06-2018,10.19
29-06-2018,3.03
29-06-2018,3.87
30-06-2018,10.19
30-06-2018,1.01
30-06-2018,2.49
30-06-2018,3.87
30-06-2018,10.19
02-07-2018,9.137
02-07-2018,10.19
03-07-2018,1
03-07-2018,5.3
04-07-2018,3.91
04-07-2018,10.19
05-07-2018,4.03
06-07-2018,5.18
06-07-2018,3.01
06-07-2018,10.19
06-07-2018,0.98
06-07-2018,0.34
07-07-2018,2.96
07-07-2018,10.19
07-07-2018,9.41
09-07-2018,0.51
09-07-2018,2.03
09-07-2018,2.11
09-07-2018,5.1
10-07-2018,3.99
10-07-2018,3
10-07-2018,10.19
10-07-2018,5.01
10-07-2018,0.48
10-07-2018,0.17
11-07-2018,0.33
11-07-2018,3.03
11-07-2018,3.02
11-07-2018,5.26
11-07-2018,5.14
11-07-2018,10.19
12-07-2018,3
12-07-2018,1.99
12-07-2018,7.92
12-07-2018,10.19
12-07-2018,8.087
12-07-2018,0.33
13-07-2018,5.13
13-07-2018,2.03
13-07-2018,10.19
13-07-2018,2.97
13-07-2018,0.25
13-07-2018,7.48
13-07-2018,5.17
16-07-2018,1.1
17-07-2018,1.45
17-07-2018,2.07
17-07-2018,1.02
18-07-2018,2.03
18-07-2018,2.98
18-07-2018,1.58
18-07-2018,2.03
18-07-2018,4.01
18-07-2018,4
18-07-2018,3.85
18-07-2018,9.28
19-07-2018,4.05
19-07-2018,2
20-07-2018,2.02
20-07-2018,1.98
20-07-2018,1.18
20-07-2018,2.91
21-07-2018,6
21-07-2018,0.5
23-07-2018,6.02
23-07-2018,3.349
24-07-2018,5.25
25-07-2018,3.97
25-07-2018,0.33
26-07-2018,2
26-07-2018,1.26
27-07-2018,5.31
28-07-2018,2.01
30-07-2018,1.27
30-07-2018,0.33
30-07-2018,10.19
31-07-2018,0.5
31-07-2018,1
31-07-2018,10.19
31-07-2018,10.19
01-08-2018,0.25
01-08-2018,0.42
01-08-2018,0.42
02-08-2018,0.5
04-08-2018,1.51
04-08-2018,1
04-08-2018,0.59
06-08-2018,0.57
06-08-2018,0.92
06-08-2018,1.16
06-08-2018,2.5
07-08-2018,1
07-08-2018,1.01
07-08-2018,0.416
08-08-2018,4.99
08-08-2018,4
08-08-2018,5.28
09-08-2018,-3.01
09-08-2018,3.03
09-08-2018,1.92
09-08-2018,2.15
09-08-2018,4
09-08-2018,0.5
09-08-2018,0.49
10-08-2018,2.5
10-08-2018,0.927
10-08-2018,5.22
10-08-2018,0.92
10-08-2018,9.08
11-08-2018,10.19
11-08-2018,1.95
11-08-2018,-0.5
11-08-2018,0.5
11-08-2018,4.05
11-08-2018,4.01
11-08-2018,10.19
11-08-2018,3
13-08-2018,5.17
13-08-2018,9.13
13-08-2018,0.99
13-08-2018,3
14-08-2018,5.18
14-08-2018,3.97
14-08-2018,2.99
14-08-2018,3.1
14-08-2018,0.33
14-08-2018,2.57
16-08-2018,1
17-08-2018,0.82
17-08-2018,2.52
17-08-2018,10.19
17-08-2018,1.97
18-08-2018,2.02
18-08-2018,1.99
18-08-2018,0.42
18-08-2018,0.5
20-08-2018,9.37
20-08-2018,1.98
20-08-2018,0.09
20-08-2018,10.19
20-08-2018,10.19
21-08-2018,3.5
21-08-2018,5.43
22-08-2018,0.33
22-08-2018,5.19
22-08-2018,1.99
22-08-2018,10.19
22-08-2018,3.94
22-08-2018,2.98
22-08-2018,5.14
22-08-2018,9.1
23-08-2018,1.97
23-08-2018,2.99
23-08-2018,10.19
24-08-2018,2.98
24-08-2018,0.41
24-08-2018,3.96
24-08-2018,3.96
24-08-2018,10.19
24-08-2018,10.19
25-08-2018,3
25-08-2018,10.19
25-08-2018,1
25-08-2018,2.48
25-08-2018,10.19
25-08-2018,3.89
27-08-2018,10.19
27-08-2018,10.19
27-08-2018,5.25
27-08-2018,0.069
27-08-2018,0.91
28-08-2018,2.45
28-08-2018,2.02
28-08-2018,3.78
28-08-2018,5.15
28-08-2018,10.19
28-08-2018,3.95
29-08-2018,2.28
29-08-2018,4.49
29-08-2018,0.25
29-08-2018,10.19
29-08-2018,8.97
29-08-2018,3.86
29-08-2018,10.19
29-08-2018,1.98
30-08-2018,1.22
30-08-2018,0.412
30-08-2018,5.005
30-08-2018,5.36
30-08-2018,10.19
30-08-2018,2.97
30-08-2018,3.18
30-08-2018,2.02
30-08-2018,3.98
30-08-2018,5.18
31-08-2018,10.19
31-08-2018,5.09
31-08-2018,2.01
31-08-2018,3
31-08-2018,10.19
31-08-2018,5.26
31-08-2018,10.19
31-08-2018,4.99
01-09-2018,9.815
01-09-2018,9.815
01-09-2018,5.23
01-09-2018,0.99
01-09-2018,3.02
01-09-2018,5.26
01-09-2018,7.984
01-09-2018,10.19
01-09-2018,3.9
03-09-2018,10.19
03-09-2018,2.02
03-09-2018,7.03
04-09-2018,2
04-09-2018,1.98
04-09-2018,9.23
05-09-2018,2.02
05-09-2018,5.08
05-09-2018,9.03
06-09-2018,1.28
07-09-2018,0.57
08-09-2018,5.17
08-09-2018,10.19
08-09-2018,2.99
08-09-2018,3.18
08-09-2018,3.01
08-09-2018,0.99
08-09-2018,0.27
11-09-2018,3.52
11-09-2018,0.59
11-09-2018,0.068
12-09-2018,2.14
12-09-2018,6.02
14-09-2018,1.6
14-09-2018,1.48
14-09-2018,3.98
18-09-2018,1
19-09-2018,3
19-09-2018,2.94
19-09-2018,6.44
20-09-2018,0.91
20-09-2018,2.04
21-09-2018,2.04
21-09-2018,1.01
21-09-2018,0.68
21-09-2018,1.01
22-09-2018,2.38
22-09-2018,1.5
25-09-2018,4.05
25-09-2018,3.97
25-09-2018,1.985
25-09-2018,1.985
25-09-2018,1.51
25-09-2018,0.5
26-09-2018,2.32
26-09-2018,5.23
26-09-2018,1.98
27-09-2018,2.02
27-09-2018,-1.985
27-09-2018,1.985
28-09-2018,10.19
28-09-2018,1.98
28-09-2018,2.96
29-09-2018,3.01
29-09-2018,0.49
29-09-2018,2.01
29-09-2018,5.33
29-09-2018,10.19
29-09-2018,2.02
29-09-2018,5.15
30-09-2018,2.02
30-09-2018,2.58
30-09-2018,2.01
30-09-2018,5.35
01-10-2018,5.27
01-10-2018,0.67
03-10-2018,0.49
03-10-2018,1.98
03-10-2018,1
03-10-2018,1.99
03-10-2018,0.49
03-10-2018,4.95
03-10-2018,0.25
03-10-2018,0.99
04-10-2018,8.41
04-10-2018,4.04
05-10-2018,1.63
05-10-2018,0.77
05-10-2018,3.01
05-10-2018,6.04
05-10-2018,5.13
05-10-2018,2.02
06-10-2018,2.03
06-10-2018,3.03
06-10-2018,5.06
06-10-2018,1.01
06-10-2018,1
08-10-2018,2
09-10-2018,3.9
09-10-2018,1.52
09-10-2018,0.33
09-10-2018,2.02
09-10-2018,0.5
10-10-2018,2.48
10-10-2018,3.02
10-10-2018,0.84
11-10-2018,8.66
13-10-2018,2.07
13-10-2018,0.17
15-10-2018,10.19
15-10-2018,5.36
15-10-2018,5.28
16-10-2018,4.98
16-10-2018,1.77
16-10-2018,1.51
16-10-2018,2.99
16-10-2018,1.98
16-10-2018,1.01
16-10-2018,3.88
22-10-2018,3.01
22-10-2018,5.34
22-10-2018,0.84
23-10-2018,2.98
23-10-2018,7.06
23-10-2018,3.02
23-10-2018,2.52
23-10-2018,5.27
25-10-2018,3.01
25-10-2018,0.25
25-10-2018,5.32
25-10-2018,0.73
25-10-2018,1.9
26-10-2018,1.99
26-10-2018,2.98
26-10-2018,7
26-10-2018,2.01
26-10-2018,2.49
26-10-2018,0.242
27-10-2018,2.5
27-10-2018,4.02
27-10-2018,4.05
29-10-2018,3.03
29-10-2018,2.54
29-10-2018,0.59
29-10-2018,5.32
30-10-2018,1.05
30-10-2018,10.19
31-10-2018,2.03
31-10-2018,2.02
31-10-2018,2.5
31-10-2018,10.19
01-11-2018,1.24
01-11-2018,0.82
01-11-2018,0.33
02-11-2018,0.33
02-11-2018,2.04
02-11-2018,3.01
03-11-2018,1.75
03-11-2018,0.42
03-11-2018,0.25
03-11-2018,2.03
03-11-2018,3.04
03-11-2018,0.76
03-11-2018,0.69
03-11-2018,5.22
05-11-2018,0.33
05-11-2018,2.99
06-11-2018,1.01
06-11-2018,2.02
06-11-2018,10.19
06-11-2018,10.19
08-11-2018,1.52
08-11-2018,0.59
08-11-2018,7.835
08-11-2018,7.835
08-11-2018,0.21
08-11-2018,2.52
09-11-2018,10.19
10-11-2018,7.87
10-11-2018,1.01
10-11-2018,2.99
10-11-2018,3.99
10-11-2018,2.01
12-11-2018,3.82
12-11-2018,3.76
13-11-2018,10.19
13-11-2018,5.18
13-11-2018,1.57
13-11-2018,10.19
14-11-2018,0.33
14-11-2018,3.96
14-11-2018,5.16
14-11-2018,0.17
14-11-2018,5.12
15-11-2018,1.59
16-11-2018,10.19
16-11-2018,10.19
16-11-2018,3.94
16-11-2018,10.19
17-11-2018,2.53
17-11-2018,5.24
17-11-2018,5.24
17-11-2018,5.32
17-11-2018,4.01
19-11-2018,2.2
19-11-2018,10.19
19-11-2018,5.01
19-11-2018,1.03
19-11-2018,0.25
19-11-2018,3.99
21-11-2018,1
21-11-2018,9.26
21-11-2018,0.8
21-11-2018,3.89
23-11-2018,10.19
23-11-2018,1.56
23-11-2018,3.96
27-11-2018,5.25
27-11-2018,0.25
27-11-2018,3.03
28-11-2018,1.93
28-11-2018,7.82
28-11-2018,3.96
28-11-2018,9.13
28-11-2018,7.78
28-11-2018,10.19
29-11-2018,1.07
29-11-2018,4.04
30-11-2018,0.5
30-11-2018,1.3
01-12-2018,1.01
01-12-2018,4.52
03-12-2018,1.915
03-12-2018,1.915
03-12-2018,1.02
03-12-2018,4.02
04-12-2018,10.19
04-12-2018,0.66
05-12-2018,4.05
06-12-2018,10.19
06-12-2018,7.88
07-12-2018,2.99
07-12-2018,1.73
07-12-2018,10.19
07-12-2018,0.83
08-12-2018,1
10-12-2018,10.19
11-12-2018,0.99
11-12-2018,0.58
11-12-2018,1.99
11-12-2018,10.19
12-12-2018,5.23
12-12-2018,0.12
12-12-2018,10.19
13-12-2018,3.09
14-12-2018,0.94
15-12-2018,4.07
15-12-2018,4
15-12-2018,2.13
15-12-2018,1.17
15-12-2018,3.77
17-12-2018,2.03
17-12-2018,10.19
18-12-2018,5.08
18-12-2018,3.52
18-12-2018,0.59
18-12-2018,1.93
19-12-2018,3.87
19-12-2018,0.98
20-12-2018,0.83
20-12-2018,0.5
20-12-2018,7.96
21-12-2018,4.06
21-12-2018,10.19
21-12-2018,3.77
21-12-2018,7.76
21-12-2018,2.53
21-12-2018,5.22
21-12-2018,1.01
21-12-2018,3.315
22-12-2018,1.5
22-12-2018,3.085
22-12-2018,2.05
22-12-2018,0.33
24-12-2018,2.01
24-12-2018,1.27
24-12-2018,2.02
24-12-2018,10.19
26-12-2018,4.04
26-12-2018,1.96
26-12-2018,1.35
26-12-2018,0.74
26-12-2018,3.96
26-12-2018,0.49
26-12-2018,2.48
26-12-2018,3.87
26-12-2018,8.71
26-12-2018,9.1
26-12-2018,3.96
26-12-2018,3.95
27-12-2018,-2.48
27-12-2018,1
27-12-2018,4.08
27-12-2018,6.05
27-12-2018,4.01
27-12-2018,2.48
27-12-2018,1.5
27-12-2018,3.88
27-12-2018,3.77
28-12-2018,1.67
28-12-2018,3.94
28-12-2018,10.19
28-12-2018,10.19
28-12-2018,3.95
28-12-2018,7.8
28-12-2018,3.02
29-12-2018,3.93
29-12-2018,0.11
29-12-2018,0.42
29-12-2018,1.01
31-12-2018,0.557
31-12-2018,10.19
31-12-2018,1.5
31-12-2018,7.78
31-12-2018,5.08
31-12-2018,3.85
02-01-2019,2.51
03-01-2019,10.19
03-01-2019,5.21
03-01-2019,9.31
04-01-2019,10.19
04-01-2019,10.19
07-01-2019,4.06
07-01-2019,4.06
07-01-2019,5.195
08-01-2019,2.7
08-01-2019,2.18
10-01-2019,4.02
10-01-2019,1.25
10-01-2019,0.26
10-01-2019,3.88
10-01-2019,3.97
10-01-2019,3.97
10-01-2019,0.168
10-01-2019,5.35
10-01-2019,5.22
10-01-2019,5.26
11-01-2019,2.5
11-01-2019,3.7
11-01-2019,10.06
11-01-2019,5.535
11-01-2019,7.8
11-01-2019,1.656
12-01-2019,2.86
12-01-2019,1.98
12-01-2019,4.03
14-01-2019,0.98
14-01-2019,3.02
14-01-2019,0.5
15-01-2019,1.48
15-01-2019,4.04
15-01-2019,2.51
16-01-2019,2.75
16-01-2019,1.99
16-01-2019,6.47
16-01-2019,1.98
17-01-2019,1.44
17-01-2019,1.515
17-01-2019,4
17-01-2019,2.49
17-01-2019,5.32
17-01-2019,10.19
17-01-2019,9.31
17-01-2019,10.19
17-01-2019,1.5
17-01-2019,2.655
17-01-2019,2.655
18-01-2019,10.19
18-01-2019,0.25
18-01-2019,1.84
19-01-2019,2
19-01-2019,3.99
19-01-2019,1.01
21-01-2019,2.95
21-01-2019,5.36
22-01-2019,4
22-01-2019,-1.5
22-01-2019,1.5
22-01-2019,5.24
23-01-2019,2.44
23-01-2019,2.05
23-01-2019,5.18
23-01-2019,0.27
23-01-2019,10.19
23-01-2019,10.19
24-01-2019,0.41
24-01-2019,0.054
24-01-2019,1.98
24-01-2019,3.01
25-01-2019,1.14
25-01-2019,9.99
25-01-2019,7.79
25-01-2019,10.19
25-01-2019,4
25-01-2019,7.96
25-01-2019,10.19
25-01-2019,10.19
28-01-2019,0.16
28-01-2019,10.19
29-01-2019,2.69
29-01-2019,5.14
29-01-2019,3.94
29-01-2019,1
29-01-2019,3.92
29-01-2019,10.19
30-01-2019,5.17
30-01-2019,3.34
30-01-2019,3.77
30-01-2019,2.01
30-01-2019,0.544
30-01-2019,3.96
31-01-2019,2.02
31-01-2019,8.54
31-01-2019,4
31-01-2019,5.34
01-02-2019,2.5
01-02-2019,1
01-02-2019,0.93
02-02-2019,3.81
02-02-2019,0.67
02-02-2019,5.04
02-02-2019,5.4
02-02-2019,2.03
02-02-2019,3.95
02-02-2019,3.1
02-02-2019,3.215
02-02-2019,3.215
04-02-2019,5.03
04-02-2019,2.71
04-02-2019,3.77
05-02-2019,10.19
05-02-2019,1.02
05-02-2019,10.19
05-02-2019,5
05-02-2019,3.94
05-02-2019,5.12
05-02-2019,3.87
06-02-2019,1.6
06-02-2019,2.69
06-02-2019,0.99
06-02-2019,4.27
07-02-2019,3.03
07-02-2019,6.08
07-02-2019,2
07-02-2019,2.01
07-02-2019,1.01
07-02-2019,10.19
08-02-2019,4.36
08-02-2019,0.5
08-02-2019,9.03
08-02-2019,3.89
08-02-2019,5.24
08-02-2019,7.91
09-02-2019,1.24
09-02-2019,1.99
09-02-2019,10.19
09-02-2019,3
09-02-2019,3.94
09-02-2019,0.51
09-02-2019,5.09
11-02-2019,3.1
11-02-2019,3.02
11-02-2019,3.89
11-02-2019,5.24
12-02-2019,2.01
12-02-2019,9.25
12-02-2019,1.99
12-02-2019,0.99
12-02-2019,2.55
12-02-2019,5.28
12-02-2019,10.19
12-02-2019,5.23
13-02-2019,2.1
13-02-2019,2.51
13-02-2019,1.09
13-02-2019,2
13-02-2019,1.98
13-02-2019,0.73
13-02-2019,5.08
13-02-2019,10.19
13-02-2019,1.99
13-02-2019,0.98
13-02-2019,3.02
14-02-2019,6.92
14-02-2019,4.56
14-02-2019,3.96
14-02-2019,3.95
14-02-2019,5.18
15-02-2019,1.18
15-02-2019,1
15-02-2019,2.01
15-02-2019,2.17
15-02-2019,4.02
15-02-2019,3.96
15-02-2019,1.2
15-02-2019,10.19
15-02-2019,3.99
16-02-2019,3.52
16-02-2019,1.401
16-02-2019,1.6
16-02-2019,4.93
16-02-2019,0.99
16-02-2019,2.48
16-02-2019,1
16-02-2019,8.03
16-02-2019,7.79
18-02-2019,0.99
18-02-2019,0.98
18-02-2019,0.74
19-02-2019,2.99
19-02-2019,2
19-02-2019,7.82
20-02-2019,4.01
20-02-2019,10.19
20-02-2019,9.28
20-02-2019,2.03
20-02-2019,10.19
20-02-2019,3.96
21-02-2019,1.98
21-02-2019,3.02
21-02-2019,2.99
21-02-2019,10.19
22-02-2019,1
22-02-2019,3.5
22-02-2019,3.95
22-02-2019,2.53
22-02-2019,3.88
22-02-2019,5.84
22-02-2019,4
22-02-2019,10.19
22-02-2019,3.9
22-02-2019,10.19
23-02-2019,2.97
23-02-2019,3.56
23-02-2019,5.3
23-02-2019,1.52
23-02-2019,1
25-02-2019,1.97
25-02-2019,7.72
25-02-2019,0.99
25-02-2019,2.04
25-02-2019,1.51
25-02-2019,7.78
25-02-2019,3.93
25-02-2019,3.88
26-02-2019,8.03
26-02-2019,3
26-02-2019,5.18
26-02-2019,2.65
26-02-2019,5.03
26-02-2019,1.51
26-02-2019,3.72
27-02-2019,4.94
27-02-2019,0.77
27-02-2019,5.05
27-02-2019,3.9
27-02-2019,0.58
27-02-2019,3.9
27-02-2019,3.97
27-02-2019,4.01
27-02-2019,0.68
28-02-2019,3.04
28-02-2019,9.72
28-02-2019,9.72
28-02-2019,10.19
28-02-2019,10.19
28-02-2019,7.75
28-02-2019,3.91
28-02-2019,2.54
28-02-2019,6.5
28-02-2019,3.43
01-03-2019,5.88
01-03-2019,0.51
01-03-2019,7.93
01-03-2019,7.94
02-03-2019,2.95
02-03-2019,3.96
02-03-2019,1
02-03-2019,0.51
05-03-2019,3.52
05-03-2019,3.63
05-03-2019,3.02
06-03-2019,3.97
07-03-2019,7.74
07-03-2019,3.88
08-03-2019,2.99
09-03-2019,1.25
09-03-2019,7.84
09-03-2019,5.91
09-03-2019,7.61
11-03-2019,5.55
11-03-2019,2.5
11-03-2019,10.19
11-03-2019,10.19
11-03-2019,10.19
11-03-2019,3.92
12-03-2019,2.54
12-03-2019,10.19
12-03-2019,2.03
12-03-2019,5.19
12-03-2019,0.75
12-03-2019,2.12
13-03-2019,7.08
13-03-2019,0.99
13-03-2019,8.01
13-03-2019,4.99
13-03-2019,6.96
13-03-2019,1
14-03-2019,0.51
14-03-2019,3.03
14-03-2019,5.98
14-03-2019,3.04
14-03-2019,3.64
15-03-2019,0.53
15-03-2019,3.92
15-03-2019,5.16
15-03-2019,1.01
15-03-2019,10.19
15-03-2019,4.04
15-03-2019,2.51
15-03-2019,3.52
15-03-2019,1.32
15-03-2019,1.01
15-03-2019,7.71
16-03-2019,2
16-03-2019,5.03
16-03-2019,7.73
16-03-2019,0.43
16-03-2019,3.76
16-03-2019,5.19
18-03-2019,5.94
18-03-2019,1.16
18-03-2019,7.61
18-03-2019,10.19
18-03-2019,6.04
18-03-2019,1
18-03-2019,4.99
18-03-2019,5.2
18-03-2019,3.79
18-03-2019,7.68
18-03-2019,2.02
19-03-2019,5.3
19-03-2019,1.5
19-03-2019,7.77
20-03-2019,2.5
20-03-2019,3.98
20-03-2019,3.97
20-03-2019,5.15
20-03-2019,10.19
20-03-2019,5.21
20-03-2019,5.95
20-03-2019,3.18
21-03-2019,9.18
21-03-2019,1
23-03-2019,3.06
23-03-2019,2.5
25-03-2019,7.94
25-03-2019,3.04
25-03-2019,2.02
25-03-2019,6.07
25-03-2019,4.04
26-03-2019,2.04
26-03-2019,2.09
26-03-2019,2.1
27-03-2019,0.49
27-03-2019,8.73
28-03-2019,2.61
28-03-2019,4.85
28-03-2019,1.42
29-03-2019,10.19
29-03-2019,5.34
29-03-2019,1.16
29-03-2019,1.62
29-03-2019,2.09
30-03-2019,2.19
30-03-2019,1.97
30-03-2019,3.77
30-03-2019,10.19
30-03-2019,1.98
30-03-2019,0.5
30-03-2019,3.77
31-03-2019,2.99
31-03-2019,1
31-03-2019,2.01
31-03-2019,1.99
31-03-2019,10.19
31-03-2019,10.19
31-03-2019,1.99
31-03-2019,3.8
31-03-2019,10.19
31-03-2019,7.57
31-03-2019,3.83
02-04-2019,5.19
02-04-2019,6.58
02-04-2019,4.07
02-04-2019,4.73
02-04-2019,0.09
02-04-2019,1
03-04-2019,7.7
03-04-2019,4.79
03-04-2019,0.08
04-04-2019,4.93
05-04-2019,2.04
05-04-2019,2.32
06-04-2019,7.61
06-04-2019,1.98
06-04-2019,7.95
06-04-2019,3.92
06-04-2019,0.34
08-04-2019,2.18
08-04-2019,10.19
08-04-2019,8.94
08-04-2019,1.98
09-04-2019,1.99
09-04-2019,3.86
09-04-2019,3.99
09-04-2019,10.19
09-04-2019,2.01
09-04-2019,8.88
09-04-2019,0.97
10-04-2019,3.98
10-04-2019,1.5
10-04-2019,4.99
10-04-2019,0.49
10-04-2019,0.5
10-04-2019,5.14
10-04-2019,2.07
10-04-2019,7
10-04-2019,3.81
10-04-2019,1.98
11-04-2019,1
11-04-2019,2.88
11-04-2019,4.05
11-04-2019,2
11-04-2019,2.74
12-04-2019,5.2
12-04-2019,5.2
13-04-2019,5.21
13-04-2019,2.47
13-04-2019,2.01
13-04-2019,5.19
15-04-2019,1.97
15-04-2019,0.99
15-04-2019,3.82
15-04-2019,0.27
16-04-2019,3.09
16-04-2019,1
17-04-2019,0.5
17-04-2019,0.85
17-04-2019,2.68
19-04-2019,1.42
20-04-2019,2.03
20-04-2019,2.166
22-04-2019,1.492
25-04-2019,3.02
25-04-2019,2
25-04-2019,6.03
25-04-2019,1.01
25-04-2019,3.95
25-04-2019,7.68
26-04-2019,0.37
26-04-2019,5.03
26-04-2019,3.02
26-04-2019,0.67
26-04-2019,7.83
26-04-2019,10.19
26-04-2019,10.19
26-04-2019,5.23
26-04-2019,9.03
27-04-2019,6.02
27-04-2019,5.79
27-04-2019,6.01
27-04-2019,1.09
27-04-2019,6.38
27-04-2019,5
28-04-2019,0.49
28-04-2019,2.47
28-04-2019,4.97
28-04-2019,3.98
28-04-2019,2.02
30-04-2019,4.15
30-04-2019,4.98
30-04-2019,10.19
30-04-2019,0.58
02-05-2019,0.09
02-05-2019,0.66
02-05-2019,3
02-05-2019,7.67
02-05-2019,8.03
13-05-2019,6.16
13-05-2019,4.07
13-05-2019,10.19
13-05-2019,2.08
14-05-2019,3.04
14-05-2019,3.89
14-05-2019,3.75
14-05-2019,3.94
14-05-2019,10.19
14-05-2019,10.19
14-05-2019,10.19
15-05-2019,7.93
15-05-2019,3.01
15-05-2019,3.83
15-05-2019,7.05
15-05-2019,1.32
15-05-2019,4.01
15-05-2019,10.19
15-05-2019,10.19
16-05-2019,4.03
16-05-2019,2.52
16-05-2019,3.83
16-05-2019,4.98
16-05-2019,7.57
16-05-2019,10.19
17-05-2019,3.8
17-05-2019,6.03
17-05-2019,0.33
17-05-2019,4
17-05-2019,3.02
17-05-2019,5.37
18-05-2019,3.09
18-05-2019,1.66
20-05-2019,0.85
20-05-2019,5.42
20-05-2019,2.36
20-05-2019,10.19
20-05-2019,9.16
20-05-2019,5.12
21-05-2019,0.66
21-05-2019,7.27
21-05-2019,5.04
21-05-2019,3.81
21-05-2019,1.97
21-05-2019,1.95
21-05-2019,9.83
22-05-2019,5.04
23-05-2019,6.04
23-05-2019,3
23-05-2019,10.19
24-05-2019,9.14
24-05-2019,10.19
24-05-2019,10.19
25-05-2019,0.41
25-05-2019,1.08
27-05-2019,2.72
27-05-2019,0.26
27-05-2019,10.16
27-05-2019,0.17
27-05-2019,4.03
27-05-2019,5.03
28-05-2019,4.03
28-05-2019,1.5
28-05-2019,3.91
28-05-2019,7.69
28-05-2019,1.58
28-05-2019,3.81
28-05-2019,0.42
28-05-2019,2.1
28-05-2019,0.52
29-05-2019,7.9
29-05-2019,10.19
29-05-2019,7.66
29-05-2019,10.19
29-05-2019,2.99
29-05-2019,3.02
30-05-2019,2.03
30-05-2019,4.04
30-05-2019,6
30-05-2019,3.01
30-05-2019,3.82
30-05-2019,4.17
30-05-2019,2.01
31-05-2019,10.19
31-05-2019,10.19
31-05-2019,5.19
31-05-2019,2.91
31-05-2019,3.99
31-05-2019,10.19
01-06-2019,10.19
01-06-2019,2.98
01-06-2019,10.19
01-06-2019,3.83
01-06-2019,3.87
01-06-2019,4.02
01-06-2019,8
01-06-2019,10.19
01-06-2019,10.19
03-06-2019,4
03-06-2019,0.41
04-06-2019,2.92
04-06-2019,3.99
04-06-2019,7.7
04-06-2019,3.79
04-06-2019,7.2
05-06-2019,2.99
05-06-2019,2.51
05-06-2019,7.81
05-06-2019,5.15
05-06-2019,9.24
05-06-2019,6
06-06-2019,3.53
06-06-2019,3.01
08-06-2019,1.99
08-06-2019,10.19
08-06-2019,10.19
08-06-2019,0.5
08-06-2019,3.03
08-06-2019,1.26
08-06-2019,1.09
10-06-2019,1.42
11-06-2019,3.54
11-06-2019,2.93
11-06-2019,3.87
11-06-2019,2.01
11-06-2019,0.34
11-06-2019,4.09
11-06-2019,3.04
12-06-2019,4.53
12-06-2019,2.53
12-06-2019,0.908
12-06-2019,4
12-06-2019,7.68
12-06-2019,2.77
13-06-2019,2.54
13-06-2019,1.09
13-06-2019,3.87
13-06-2019,4.01
13-06-2019,1.58
13-06-2019,4.02
17-06-2019,3.95
17-06-2019,3
17-06-2019,1.648
18-06-2019,3.85
19-06-2019,3.04
19-06-2019,7.09
19-06-2019,9.05
19-06-2019,1
20-06-2019,7.71
20-06-2019,5.01
21-06-2019,3.03
21-06-2019,0.85
21-06-2019,9.37
22-06-2019,4.58
22-06-2019,1.69
22-06-2019,3.82
22-06-2019,7.81
24-06-2019,3.01
24-06-2019,2.02
24-06-2019,5.35
25-06-2019,-3.01
25-06-2019,3.05
25-06-2019,2.02
25-06-2019,3.03
25-06-2019,2.03
25-06-2019,2.02
26-06-2019,2.52
26-06-2019,3.06
26-06-2019,3.04
26-06-2019,4.08
