Date,FY,Quantity,Value,April,August,December,February,January,July,June,March,May,November,October,September,t,t_square,log_Quantity
2018-07-13,FY 19,0.25,11750.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,-1.3862943611198906
2018-07-13,FY 19,7.48,344080.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,2.012232791986386
2018-07-13,FY 19,5.17,241697.5,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.6428726885203377
2018-07-16,FY 19,1.1,51150.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.09531017980432493
2018-07-17,FY 19,1.45,68150.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.371563556432483
2018-07-17,FY 19,2.07,96255.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.7275486072772777
2018-07-17,FY 19,1.02,47634.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.01980262729617973
2018-07-18,FY 19,2.03,95004.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.7080357930536959
2018-07-18,FY 19,2.98,138570.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.091923300517313
2018-07-18,FY 19,1.58,74260.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.4574248470388755
2018-07-18,FY 19,2.03,90335.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.7080357930536959
2018-07-18,FY 19,4.01,186465.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.3887912413184778
2018-07-18,FY 19,4.0,184000.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.3862943611198906
2018-07-18,FY 19,3.85,179987.5,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.3480731482996928
2018-07-18,FY 19,9.28,433840.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,2.2278615467981093
2018-07-19,FY 19,4.05,188325.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.3987168811184478
2018-07-19,FY 19,2.0,92000.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.6931471805599453
2018-07-20,FY 19,2.02,93930.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.7030975114131134
2018-07-20,FY 19,1.98,92070.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.6830968447064438
2018-07-20,FY 19,1.18,55460.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.16551443847757333
2018-07-20,FY 19,2.91,130950.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.0681530811834012
2018-07-21,FY 19,6.0,270000.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.791759469228055
2018-07-21,FY 19,0.5,23250.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,-0.6931471805599453
2018-07-23,FY 19,6.02,270900.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.7950872593207297
2018-07-23,FY 19,3.349,149030.5,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.2086617938120676
2018-07-24,FY 19,5.25,245437.5,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.6582280766035324
2018-07-25,FY 19,3.97,178650.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,1.3787660946990992
2018-07-25,FY 19,0.33,15015.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,-1.1086626245216111
2018-07-26,FY 19,2.0,93000.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.6931471805599453
2018-07-26,FY 19,1.26,57960.0,False,False,False,False,False,True,False,False,False,False,False,False,15,225,0.23111172096338664
2018-07-27,FY 19,5.31,244525.5,False,False,False,False,False,True,False,False,False,False,False,False,16,256,1.6695918352538475
2018-07-28,FY 19,2.01,92460.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,0.6981347220709843
2018-07-30,FY 19,1.27,59055.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,0.23901690047049992
2018-07-30,FY 19,0.33,14421.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,-1.1086626245216111
2018-07-30,FY 19,15.76,712352.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,2.757475084429733
2018-07-31,FY 19,0.5,23000.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,-0.6931471805599453
2018-07-31,FY 19,1.0,44750.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,0.0
2018-07-31,FY 19,27.94,1254506.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,3.330059353828816
2018-07-31,FY 19,10.68,453900.0,False,False,False,False,False,True,False,False,False,False,False,False,16,256,2.3683728335320486
2018-08-01,FY 19,0.25,11500.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-1.3862943611198906
2018-08-01,FY 19,0.42,18795.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.8675005677047231
2018-08-01,FY 19,0.42,19320.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.8675005677047231
2018-08-02,FY 19,0.5,22750.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.6931471805599453
2018-08-04,FY 19,1.51,68705.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.412109650826833
2018-08-04,FY 19,1.0,45000.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.0
2018-08-04,FY 19,0.59,26402.5,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.527632742082372
2018-08-06,FY 19,0.57,25080.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.5621189181535413
2018-08-06,FY 19,0.92,40940.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.08338160893905101
2018-08-06,FY 19,1.16,53360.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.14842000511827322
2018-08-06,FY 19,2.5,110000.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.9162907318741551
2018-08-07,FY 19,1.0,46500.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.0
2018-08-07,FY 19,1.01,44440.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.009950330853168092
2018-08-07,FY 19,0.416,18304.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.8770700187208739
2018-08-08,FY 19,4.99,219560.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6074359097634274
2018-08-08,FY 19,4.0,178000.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3862943611198906
2018-08-08,FY 19,5.28,234960.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6639260977181702
2018-08-09,FY 19,-4.99,-219560.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.965712776351493
2018-08-09,FY 19,3.03,134835.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.1085626195212777
2018-08-09,FY 19,1.92,83520.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.6523251860396901
2018-08-09,FY 19,2.15,91805.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.7654678421395714
2018-08-09,FY 19,4.0,178000.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3862943611198906
2018-08-09,FY 19,0.5,23125.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.6931471805599453
2018-08-09,FY 19,0.49,22295.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.7133498878774648
2018-08-10,FY 19,2.5,111250.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.9162907318741551
2018-08-10,FY 19,0.927,39861.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.07580171341628185
2018-08-10,FY 19,5.22,232290.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6524974018945473
2018-08-10,FY 19,0.92,40020.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.08338160893905101
2018-08-10,FY 19,9.08,397250.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.206074192613202
2018-08-11,FY 19,10.57,470365.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.3580197998821464
2018-08-11,FY 19,1.95,86775.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.6678293725756554
2018-08-11,FY 19,-0.5,-22750.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.9358598132018119
2018-08-11,FY 19,0.5,22750.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.6931471805599453
2018-08-11,FY 19,4.05,182250.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3987168811184478
2018-08-11,FY 19,4.01,182455.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3887912413184778
2018-08-11,FY 19,10.55,455760.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.3561258599220753
2018-08-11,FY 19,3.0,131250.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.0986122886681098
2018-08-13,FY 19,5.17,232650.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6428726885203377
2018-08-13,FY 19,9.13,392590.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.211565694606877
2018-08-13,FY 19,0.99,44055.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.01005033585350145
2018-08-13,FY 19,3.0,133500.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.0986122886681098
2018-08-14,FY 19,5.18,230510.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6448050562713916
2018-08-14,FY 19,3.97,176665.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3787660946990992
2018-08-14,FY 19,2.99,133055.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.095273387402595
2018-08-14,FY 19,3.1,133300.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.1314021114911006
2018-08-14,FY 19,0.33,14751.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-1.1086626245216111
2018-08-14,FY 19,2.57,113080.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.9439058989071284
2018-08-16,FY 19,1.0,42300.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.0
2018-08-17,FY 19,0.82,37310.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.19845093872383832
2018-08-17,FY 19,2.52,112140.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.9242589015233319
2018-08-17,FY 19,10.4,462800.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.341805806147327
2018-08-17,FY 19,1.97,89635.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.6780335427498971
2018-08-18,FY 19,2.02,89890.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.7030975114131134
2018-08-18,FY 19,1.99,88555.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.688134638736401
2018-08-18,FY 19,0.42,18480.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.8675005677047231
2018-08-18,FY 19,0.5,22250.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.6931471805599453
2018-08-20,FY 19,9.37,416965.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.2375130962503307
2018-08-20,FY 19,1.98,88110.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.6830968447064438
2018-08-20,FY 19,0.09,4095.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-2.4079456086518722
2018-08-20,FY 19,12.98,567875.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.563409711275944
2018-08-20,FY 19,14.6,624880.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.681021528714291
2018-08-21,FY 19,3.5,156625.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.252762968495368
2018-08-21,FY 19,5.43,241635.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.691939133945844
2018-08-22,FY 19,0.33,14520.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-1.1086626245216111
2018-08-22,FY 19,5.19,230955.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6467336971777973
2018-08-22,FY 19,1.99,91540.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.688134638736401
2018-08-22,FY 19,11.56,505750.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.4475508632442313
2018-08-22,FY 19,3.94,173360.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3711807233098425
2018-08-22,FY 19,2.98,132610.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.091923300517313
2018-08-22,FY 19,5.14,228730.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.6370530794670737
2018-08-22,FY 19,9.1,391300.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.2082744135228043
2018-08-23,FY 19,1.97,89635.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.6780335427498971
2018-08-23,FY 19,2.99,131560.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.095273387402595
2018-08-23,FY 19,11.63,493112.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.453587966530573
2018-08-24,FY 19,2.98,132610.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.091923300517313
2018-08-24,FY 19,0.41,19065.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,-0.8915981192837836
2018-08-24,FY 19,3.96,172260.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3762440252663892
2018-08-24,FY 19,3.96,174240.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.3762440252663892
2018-08-24,FY 19,26.32,1113336.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,3.2703291064571163
2018-08-24,FY 19,21.65,963425.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,3.075005454448499
2018-08-25,FY 19,3.0,130500.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.0986122886681098
2018-08-25,FY 19,14.15,599960.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,2.649714624089247
2018-08-25,FY 19,1.0,42000.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.0
2018-08-25,FY 19,2.48,109120.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,0.9082585601768908
2018-08-25,FY 19,21.27,861435.0,False,True,False,False,False,False,False,False,False,False,False,False,16,256,3.0572976292121457
2018-08-25,FY 19,3.89,170187.5,False,True,False,False,False,False,False,False,False,False,False,False,16,256,1.358409157630355
2018-08-27,FY 19,27.08,1150900.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.298795448044074
2018-08-27,FY 19,24.0,1020000.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.1780538303479458
2018-08-27,FY 19,5.25,223125.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6582280766035324
2018-08-27,FY 19,0.069,3243.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,-2.6736487743848776
2018-08-27,FY 19,0.91,39812.5,False,True,False,False,False,False,False,False,False,False,False,False,17,289,-0.09431067947124129
2018-08-28,FY 19,2.45,109025.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.8960880245566357
2018-08-28,FY 19,2.02,85648.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.7030975114131134
2018-08-28,FY 19,3.78,157815.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.3297240096314962
2018-08-28,FY 19,5.15,218875.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6389967146756448
2018-08-28,FY 19,27.64,1174700.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.319263998899469
2018-08-28,FY 19,3.95,164025.41,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.3737155789130306
2018-08-29,FY 19,2.28,101460.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.8241754429663494
2018-08-29,FY 19,4.49,190600.5,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.501852701754163
2018-08-29,FY 19,0.25,10750.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,-1.3862943611198906
2018-08-29,FY 19,12.09,502944.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,2.492378664626701
2018-08-29,FY 19,8.97,402753.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,2.1938856760707046
2018-08-29,FY 19,3.86,171770.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.3506671834767394
2018-08-29,FY 19,11.46,481320.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,2.4388627112865935
2018-08-29,FY 19,1.98,88110.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.6830968447064438
2018-08-30,FY 19,1.22,52460.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.19885085874516517
2018-08-30,FY 19,0.412,18128.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,-0.8867319296326107
2018-08-30,FY 19,5.005,216466.25,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6104374127671839
2018-08-30,FY 19,5.36,240664.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6789639750827108
2018-08-30,FY 19,23.75,997500.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.1675825304806504
2018-08-30,FY 19,2.97,137511.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.0885619528146082
2018-08-30,FY 19,3.18,134991.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.1568811967920856
2018-08-30,FY 19,2.02,83881.35,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.7030975114131134
2018-08-30,FY 19,3.98,179100.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.3812818192963463
2018-08-30,FY 19,5.18,230510.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6448050562713916
2018-08-31,FY 19,27.33,1161525.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.3079849999399764
2018-08-31,FY 19,5.09,216325.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6272778305624314
2018-08-31,FY 19,2.01,85425.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,0.6981347220709843
2018-08-31,FY 19,3.0,127500.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.0986122886681098
2018-08-31,FY 19,23.49,986580.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.1565747986708215
2018-08-31,FY 19,5.26,231440.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6601310267496185
2018-08-31,FY 19,23.39,1030745.84,False,True,False,False,False,False,False,False,False,False,False,False,17,289,3.1523085805960878
2018-08-31,FY 19,4.99,219560.0,False,True,False,False,False,False,False,False,False,False,False,False,17,289,1.6074359097634274
2018-09-01,FY 19,9.815,426952.5,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.2839118277284243
2018-09-01,FY 19,9.815,431860.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.2839118277284243
2018-09-01,FY 19,5.23,230120.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.6544112780768316
2018-09-01,FY 19,0.99,44748.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-0.01005033585350145
2018-09-01,FY 19,3.02,126840.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.1052568313867783
2018-09-01,FY 19,5.26,227495.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.6601310267496185
2018-09-01,FY 19,7.984,343312.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.0774395390091627
2018-09-01,FY 19,14.21,596820.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.6539459421090092
2018-09-01,FY 19,3.9,169650.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.3609765531356006
2018-09-03,FY 19,10.4,455000.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.341805806147327
2018-09-03,FY 19,2.02,85850.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.7030975114131134
2018-09-03,FY 19,7.03,298423.5,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.9501867058225735
2018-09-04,FY 19,2.0,84000.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.6931471805599453
2018-09-04,FY 19,1.98,83160.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.6830968447064438
2018-09-04,FY 19,9.23,406120.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.222459048514761
2018-09-05,FY 19,2.02,95546.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.7030975114131134
2018-09-05,FY 19,5.08,233680.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.6253112615903906
2018-09-05,FY 19,9.03,390547.5,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.200552367428894
2018-09-06,FY 19,1.28,58880.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.2468600779315258
2018-09-07,FY 19,0.57,26790.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-0.5621189181535413
2018-09-08,FY 19,5.17,241697.5,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.6428726885203377
2018-09-08,FY 19,15.63,718980.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,2.749192144433385
2018-09-08,FY 19,2.99,137540.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.095273387402595
2018-09-08,FY 19,3.18,147870.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.1568811967920856
2018-09-08,FY 19,3.01,136955.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.1019400787607843
2018-09-08,FY 19,0.99,45540.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-0.01005033585350145
2018-09-08,FY 19,0.27,12690.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-1.3093333199837622
2018-09-11,FY 19,3.52,161920.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.2584609896100056
2018-09-11,FY 19,0.59,27553.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-0.527632742082372
2018-09-11,FY 19,0.068,3196.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-2.6882475738060303
2018-09-12,FY 19,2.14,98440.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.7608058290337602
2018-09-12,FY 19,6.02,276920.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.7950872593207297
2018-09-14,FY 19,1.6,73600.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.47000362924573563
2018-09-14,FY 19,1.48,68080.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.3920420877760237
2018-09-14,FY 19,3.98,183080.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.3812818192963463
2018-09-18,FY 19,1.0,46000.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.0
2018-09-19,FY 19,3.0,139500.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.0986122886681098
2018-09-19,FY 19,2.94,127008.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.0784095813505903
2018-09-19,FY 19,6.44,297850.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,1.8625285401162623
2018-09-20,FY 19,0.91,41405.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-0.09431067947124129
2018-09-20,FY 19,2.04,86700.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.712949807856125
2018-09-21,FY 19,2.04,91800.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.712949807856125
2018-09-21,FY 19,1.01,47470.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.009950330853168092
2018-09-21,FY 19,0.68,31280.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,-0.3856624808119846
2018-09-21,FY 19,1.01,45450.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.009950330853168092
2018-09-22,FY 19,2.38,107100.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.8671004876833833
2018-09-22,FY 19,1.5,66750.0,False,False,False,False,False,False,False,False,False,False,False,True,17,289,0.4054651081081644
2018-09-25,FY 19,4.05,178200.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.3987168811184478
2018-09-25,FY 19,3.97,174680.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.3787660946990992
2018-09-25,FY 19,1.985,90913.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6856189141391538
2018-09-25,FY 19,1.985,91905.5,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6856189141391538
2018-09-25,FY 19,1.51,67950.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.412109650826833
2018-09-25,FY 19,0.5,22750.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,-0.6931471805599453
2018-09-26,FY 19,2.32,106720.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.8415671856782185
2018-09-26,FY 19,5.23,235350.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.6544112780768316
2018-09-26,FY 19,1.98,87120.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6830968447064438
2018-09-27,FY 19,2.02,94940.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.7030975114131134
2018-09-27,FY 19,-1.985,-91905.5,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.1085626195212777
2018-09-27,FY 19,1.985,91905.5,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6856189141391538
2018-09-28,FY 19,23.48,1080080.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,3.1561489949598958
2018-09-28,FY 19,1.98,91080.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6830968447064438
2018-09-28,FY 19,2.96,136160.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.085189268335969
2018-09-29,FY 19,3.01,138460.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.1019400787607843
2018-09-29,FY 19,0.49,22785.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,-0.7133498878774648
2018-09-29,FY 19,2.01,92460.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6981347220709843
2018-09-29,FY 19,5.33,231719.51,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.673351238177753
2018-09-29,FY 19,10.58,490912.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,2.3589654264301534
2018-09-29,FY 19,2.02,93930.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.7030975114131134
2018-09-29,FY 19,5.15,226600.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.6389967146756448
2018-09-30,FY 19,2.02,88880.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.7030975114131134
2018-09-30,FY 19,2.58,118680.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.9477893989335261
2018-09-30,FY 19,2.01,92460.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,0.6981347220709843
2018-09-30,FY 19,5.35,246100.0,False,False,False,False,False,False,False,False,False,False,False,True,18,324,1.6770965609079151
2018-10-01,FY 19,5.27,232934.0,False,False,False,False,False,False,False,False,False,False,True,False,18,324,1.6620303625532709
2018-10-01,FY 19,0.67,30820.0,False,False,False,False,False,False,False,False,False,False,True,False,18,324,-0.40047756659712525
2018-10-03,FY 19,0.49,22540.0,False,False,False,False,False,False,False,False,False,False,True,False,18,324,-0.7133498878774648
2018-10-03,FY 19,1.98,91080.0,False,False,False,False,False,False,False,False,False,False,True,False,18,324,0.6830968447064438
2018-10-03,FY 19,1.0,46000.0,False,False,False,False,False,False,False,False,False,False,True,False,18,324,0.0
