S.No,DateTime,Residue,Blaine,cem_type,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw
17145,14-10-2022 06:28,20.3,369,Non Premium,7,12.77,42.35,0.7,291,3.65,61.04,3060.59,896,49.78,20.41,84.59,1274.27
17205,14-10-2022 07:28,21.4,347,Non Premium,7,12.77,42.35,0.7,291,3.41,57.59,3056.95,856,67.18,20.66,81.63,1285.64
17263,14-10-2022 08:26,23.2,355,Non Premium,7,12.77,42.35,0.7,291,3.75,62.7,3165.96,896,66.06,22.8,82.61,1251.46
17325,14-10-2022 09:28,21.1,349,Non Premium,7,12.77,42.35,0.7,291,3.33,55.09,3158.16,915,51.96,22.99,82.66,1245.07
17383,14-10-2022 10:26,16.3,361,Non Premium,7,12.77,42.35,0.7,291,3.47,57.97,3039.91,945,59.89,21.87,83.92,1245.84
17687,14-10-2022 15:30,20.8,351,Non Premium,7,12.77,42.35,0.7,291,3.47,58.41,2896.01,848,79.68,26.61,74.93,1255.91
17739,14-10-2022 16:22,17.8,367,Non Premium,7,12.77,42.35,0.7,291,3.6,61.03,3133.13,925,60.07,21.29,83.26,1239.02
18215,15-10-2022 00:18,21.5,371,Non Premium,7.45,12.92,42.35,0.7,293,3.42,59.29,2804.89,825,71.13,18.73,85.39,1344.53
18276,15-10-2022 01:19,20.1,395,Non Premium,7.45,12.92,42.35,0.7,293,3.74,64.98,3216.59,906,55.77,23.36,78.59,1273.71
18349,15-10-2022 02:32,18.6,367,Non Premium,7.45,12.92,42.35,0.7,293,3.53,59.82,2936.84,936,55.41,27.28,74.03,1279.17
18396,15-10-2022 03:19,18.9,381,Non Premium,7.45,12.92,42.35,0.7,293,3.62,63.23,3138.67,936,52.85,22.69,82.55,1248.6
18476,15-10-2022 04:39,19.4,396,Non Premium,7.45,12.92,42.35,0.7,293,3.71,65.83,3204.11,915,58.15,19.75,84.69,1237.31
18524,15-10-2022 05:27,20.4,371,Non Premium,7.45,12.92,42.35,0.7,293,3.81,64.47,3201.12,915,55.33,22.08,81.42,1249.89
18578,15-10-2022 06:21,18,390,Non Premium,7.45,12.92,42.35,0.7,293,3.64,64.23,3125.7,915,68.17,21.46,83.27,1257.06
18702,15-10-2022 08:25,20.6,388,Non Premium,7.45,12.92,42.35,0.7,293,3.27,55.39,2532.92,925,63.1,18.5,89.12,1281.96
18759,15-10-2022 09:22,21.9,370,Non Premium,7.45,12.92,42.35,0.7,293,3.6,57.92,3356.36,915,79.89,21.32,83.81,1238.86
18823,15-10-2022 10:26,19.9,369,Non Premium,7.45,12.92,42.35,0.7,293,3.5,56.57,2954.28,936,88.09,20.71,81.35,1246.06
18887,15-10-2022 11:30,21.7,379,Non Premium,7.45,12.92,42.35,0.7,293,3.63,61.25,3279.26,915,69.25,23.63,76.09,1236.33
18945,15-10-2022 12:28,21.4,364,Non Premium,7.45,12.92,42.35,0.7,293,3.82,60.81,2683.03,846,128.02,21.76,83.21,1249.07
18995,15-10-2022 13:18,18.4,383,Non Premium,7.45,12.92,42.35,0.7,293,3.83,60.71,3110.73,936,70.74,20.95,85.77,1245.95
19071,15-10-2022 14:34,20.6,373,Non Premium,7.45,12.92,42.35,0.7,293,3.94,62.94,3115.34,936,67.63,21.82,83.41,1228.55
19126,15-10-2022 15:29,17.7,395,Non Premium,7.45,12.92,42.35,0.7,293,3.85,61.14,3209.79,936,62.41,22.24,83.58,1225.67
19190,15-10-2022 16:33,20,374,Non Premium,7.45,12.92,42.35,0.7,293,3.75,59.78,3158.31,875,55.81,21.59,82.97,1238.24
20025,16-10-2022 06:28,21.6,378,Non Premium,7.22,12.84,42.35,0.7,287,3.24,52.17,2364.41,876,121.7,19.78,81.56,1339.06
20082,16-10-2022 07:25,19.6,369,Non Premium,7.22,12.84,42.35,0.7,287,3.75,60.91,3019.92,925,66.53,23.37,75.35,1281.6
20149,16-10-2022 08:32,18.6,378,Non Premium,7.22,12.84,42.35,0.7,287,3.91,62.17,2679.46,936,86.39,22.01,79.79,1247.49
20205,16-10-2022 09:28,19,383,Non Premium,7.22,12.84,42.35,0.7,287,3.9,63.76,3210.17,924,52.47,21.42,81.28,1235.3
20261,16-10-2022 10:24,19.9,373,Non Premium,7.22,12.84,42.35,0.7,287,4.16,66.97,3217.96,936,54.71,23.74,79.84,1235.33
20316,16-10-2022 11:19,19.2,368,Non Premium,7.22,12.84,42.35,0.7,287,4.03,67.16,3182.71,936,61.65,21.8,80.85,1233.79
20381,16-10-2022 12:24,15.6,365,Premium,7.22,12.84,42.35,0.7,287,3.72,61.3,2936.37,995,69.52,24.68,70.22,1208.95
20437,16-10-2022 13:20,15.2,363,Premium,7.22,12.84,42.35,0.7,287,3.86,63.12,3002.17,1044,44.29,21.19,75.15,1201.05
21105,17-10-2022 00:28,19.2,374,Non Premium,7.59,12.8,42.35,0.7,278,4.05,66.58,3247.3,896,68.87,25.77,76.34,1247.25
21177,17-10-2022 01:40,18.1,375,Non Premium,7.59,12.8,42.35,0.7,278,3.85,65.9,3237.67,915,56.57,24.36,80.64,1235.64
21233,17-10-2022 02:36,18.2,369,Non Premium,7.59,12.8,42.35,0.7,278,4.09,68.57,3081.2,895,70.08,23.16,82.39,1219.74
21289,17-10-2022 03:32,18.4,371,Non Premium,7.59,12.8,42.35,0.7,278,4.05,70.79,3125.4,895,85.71,22.83,80.17,1217.78
21343,17-10-2022 04:26,19.2,370,Non Premium,7.59,12.8,42.35,0.7,278,4.11,68.14,3029.35,896,59.82,21.63,82.59,1221.75
21399,17-10-2022 05:22,21.5,359,Non Premium,7.59,12.8,42.35,0.7,278,4.2,70.75,3163.71,895,65.71,24.09,79.23,1221.64
21462,17-10-2022 06:25,19.4,368,Non Premium,7.59,12.8,42.35,0.7,278,4.3,69.26,3121.69,896,76.12,22.1,82.24,1230.39
21524,17-10-2022 07:27,18.6,371,Non Premium,7.59,12.8,42.35,0.7,278,4.12,70.54,3127.23,915,48.89,22.8,79.46,1217.24
21589,17-10-2022 08:32,20.3,372,Non Premium,7.59,12.8,42.35,0.7,278,4.2,68.19,3225.94,915,69.43,23.25,80.93,1229.51
21640,17-10-2022 09:23,21,375,Non Premium,7.59,12.8,42.35,0.7,278,4.18,67.68,3075.54,915,83.99,22.65,81.53,1245.19
21699,17-10-2022 10:22,20.2,385,Non Premium,7.59,12.8,42.35,0.7,278,4.16,66.74,3161.19,915,54.38,23.8,78.94,1238.76
21765,17-10-2022 11:28,19.2,371,Non Premium,7.59,12.8,42.35,0.7,278,3.98,63.76,3112.9,936,48.75,23.28,79.94,1248.65
21822,17-10-2022 12:25,20,353,Non Premium,7.59,12.8,42.35,0.7,278,3.99,64.35,3059.35,945,86.75,22.23,81.65,1225.47
21895,17-10-2022 13:38,14.7,372,Non Premium,7.59,12.8,42.35,0.7,278,4.1,64.77,3195.59,925,76.72,23.57,79.4,1216.55
21937,17-10-2022 14:20,15.1,372,Non Premium,7.59,12.8,42.35,0.7,278,4.18,66.36,3069.61,915,81.69,22.8,81.3,1221.85
22001,17-10-2022 15:24,16,376,Non Premium,7.59,12.8,42.35,0.7,278,3.86,62.49,3159.65,915,63.28,23.94,79.62,1225.23
22071,17-10-2022 16:34,17.2,354,Non Premium,7.59,12.8,42.35,0.7,278,3.8,62.68,3095.64,915,71.5,21.95,82.5,1227.94
23137,18-10-2022 10:20,20.4,350,Non Premium,7.41,12.89,42.35,0.7,306,3.88,61.82,3089.97,875,69.06,28.35,66.69,1293.22
23200,18-10-2022 11:23,20.2,343,Non Premium,7.41,12.89,42.35,0.7,306,4.08,65.62,3111.23,896,71.73,24.18,75.5,1241.71
23264,18-10-2022 12:27,20.2,334,Non Premium,7.41,12.89,42.35,0.7,306,4.17,68.02,3067.49,896,79.31,24.46,74.3,1210.72
23319,18-10-2022 13:22,19,339,Non Premium,7.41,12.89,42.35,0.7,306,4.2,67.13,2943.16,896,67.4,21.1,75.15,1207.57
23499,18-10-2022 16:22,22.8,334,Non Premium,7.41,12.89,42.35,0.7,306,4.16,67.01,3094.65,875,93.95,,73.45,1226.48
23563,18-10-2022 17:26,22.5,321,Non Premium,7.41,12.89,42.35,0.7,306,4.08,59.29,2921.94,875,72.31,24.34,75.93,1213.19
23621,18-10-2022 18:24,20.7,320,Non Premium,7.41,12.89,42.35,0.7,306,4.2,59.87,3047.92,875,72.21,24.45,76.04,1219.21
23683,18-10-2022 19:26,19.6,319,Non Premium,7.41,12.89,42.35,0.7,306,4.13,64.07,2916.85,866,72.37,23.33,75.2,1227.59
23733,18-10-2022 20:16,19.2,335,Non Premium,7.41,12.89,42.35,0.7,306,4.16,63.78,2929.06,865,,23.86,74.76,1226.32
23805,18-10-2022 21:28,20.6,326,Non Premium,7.41,12.89,42.35,0.7,306,,64.81,2720.51,866,77.57,20.9,78.14,1240.89
23871,18-10-2022 22:34,21,352,Non Premium,7.41,12.89,42.35,0.7,306,3.77,58.1,3191.32,865,65.93,24.42,74.51,1225.5
23937,18-10-2022 23:40,20.9,347,Non Premium,7.41,12.89,42.35,0.7,306,3.84,59.33,3104.71,875,72.64,22.61,77,1232.14
23977,19-10-2022 00:20,19.3,353,Non Premium,7.04,12.89,42.35,0.7,288,3.79,60.49,3159.59,876,78.92,21.71,77.84,1235.13
24049,19-10-2022 01:32,19.7,344,Non Premium,7.04,12.89,42.35,0.7,288,4.07,62.9,2908.47,875,78.01,23.09,76.44,1229.98
24101,19-10-2022 02:24,20.1,344,Non Premium,7.04,12.89,42.35,0.7,288,4.16,64.05,2945.15,874,77.18,21.75,77.88,1232.87
24171,19-10-2022 03:34,21.2,350,Non Premium,7.04,12.89,42.35,0.7,288,4.21,65.66,3062.51,875,62.56,22.59,76.78,1226
24217,19-10-2022 04:20,20,351,Non Premium,7.04,12.89,42.35,0.7,288,4.13,64.99,2995.02,875,72.93,22.17,77.14,1229.55
24280,19-10-2022 05:23,20.5,392,Non Premium,7.04,12.89,42.35,0.7,288,4.2,64.68,2973.88,875,77.78,21.32,78.05,1226.3
24345,19-10-2022 06:28,20.1,352,Non Premium,7.04,12.89,42.35,0.7,288,4.21,63.39,3140.12,875,69.68,24.11,75.91,1211.22
24409,19-10-2022 07:32,20.5,354,Non Premium,7.04,12.89,42.35,0.7,288,4.18,66.02,3072.98,875,91.53,21.88,77.69,1237.24
24460,19-10-2022 08:23,21,351,Non Premium,7.04,12.89,42.35,0.7,288,4.18,64,3246.51,865,72.6,23.01,75.98,1229.9
24522,19-10-2022 09:25,20.6,365,Non Premium,7.04,12.89,42.35,0.7,288,4.21,65.79,3322.01,865,72.44,23.52,74.81,1201.06
24581,19-10-2022 10:24,21.9,344,Non Premium,7.04,12.89,42.35,0.7,288,4.2,62.31,2998.25,856,97.85,23.68,75.93,1243.62
24648,19-10-2022 11:31,21,352,Non Premium,7.04,12.89,42.35,0.7,288,4.14,64.07,3145.55,856,68.92,22.97,78.97,1235.17
24700,19-10-2022 12:23,18.2,360,Premium,7.04,12.89,42.35,0.7,288,4.07,63.1,2817.97,856,72.48,21.17,78.74,1247.45
24759,19-10-2022 13:22,15.9,356,Premium,7.04,12.89,42.35,0.7,288,4.15,64.23,2928.9,896,77.49,24.59,77.16,1216.38
24831,19-10-2022 14:34,16.1,350,Premium,7.04,12.89,42.35,0.7,288,4.29,65.32,2902.02,896,88.88,23.58,75.21,1209.58
25413,20-10-2022 00:16,23.1,325,Non Premium,7.28,12.83,42.35,0.7,291,3.59,55.53,3329.59,896,111.84,21.97,76.72,1244.26
25483,20-10-2022 01:26,21.1,343,Non Premium,7.28,12.83,,0.7,291,4.01,61.59,2945.42,875,97.85,21.42,81.66,1233.65
25545,20-10-2022 02:28,20.3,359,Non Premium,7.28,12.83,42.35,0.7,,3.65,57.51,2693.35,887,114.6,22.63,75.7,1202.79
25608,20-10-2022 03:31,20.6,357,Non Premium,7.28,12.83,42.35,0.7,291,3.94,65.42,2806.74,896,89.85,21.32,82.27,1232.1
25665,20-10-2022 04:28,21,355,Non Premium,7.28,12.83,42.35,0.7,291,3.78,60.87,3130.57,896,76.33,22.83,76.67,1248.03
25716,20-10-2022 05:19,20.7,359,Non Premium,7.28,12.83,42.35,0.7,291,3.77,61.49,3276.49,895,87.93,22.65,81.3,1245.75
25794,20-10-2022 06:37,21.5,349,Non Premium,7.28,12.83,42.35,0.7,291,4.05,64.45,3280.85,875,70.9,24.25,78.15,1244.6
25843,20-10-2022 07:26,21,370,Non Premium,7.28,12.83,42.35,0.7,291,4.12,69.4,3066.21,875,90.47,24.77,76.23,1244.72
25902,20-10-2022 08:25,20.5,364,Non Premium,7.28,12.83,42.35,0.7,291,4.09,68.05,3142.84,856,95.01,23.38,77.68,1229.36
25970,20-10-2022 09:33,21.3,360,Non Premium,7.28,12.83,42.35,0.7,291,4.12,70.41,2523.15,846,139.51,26.81,68.64,1185.05
26033,20-10-2022 10:36,21,354,Non Premium,7.28,12.83,42.35,0.7,291,3.29,54.54,2724.44,795,134.17,22.26,82.61,1257.01
26082,20-10-2022 11:25,22.8,341,Non Premium,7.28,12.83,42.35,0.7,291,3.29,55.58,2888.11,826,111.68,19.64,85.32,1261.84
26138,20-10-2022 12:21,22.1,352,Non Premium,7.28,12.83,42.35,0.7,291,3.27,54.78,3073.99,837,94.8,22.12,78.28,1226.13
26194,20-10-2022 13:17,22.3,363,Non Premium,7.28,12.83,42.35,0.7,291,3.54,59.23,3174.11,856,68.67,21.53,71.82,1255.24
26326,20-10-2022 15:29,20.4,374,Non Premium,7.28,12.83,42.35,0.7,291,3.22,55.84,2883.48,846,103.95,20.16,91.73,1230.59
26386,20-10-2022 16:29,22.1,362,Non Premium,7.28,12.83,42.35,0.7,291,3.66,63.34,2889.69,856,97.82,20.02,90.79,1229.12
27160,21-10-2022 05:25,19.2,373,Non Premium,7.33,12.88,42.35,0.7,303,3.96,67.58,3234.78,875,86.21,22.87,71.52,1260.68
27227,21-10-2022 06:32,21.4,370,Non Premium,7.33,12.88,42.35,0.7,303,3.98,67.87,3052.48,896,117.93,21.4,78.61,1232.56
27283,21-10-2022 07:28,18.7,381,Non Premium,7.33,12.88,42.35,0.7,303,4.03,67.59,3182.39,886,95.01,21.59,82.88,1225.75
27343,21-10-2022 08:28,16.4,380,Non Premium,7.33,12.88,42.35,0.7,303,3.98,67.97,3190.26,886,77.94,20.52,82.53,1220.76
27404,21-10-2022 09:29,18.2,369,Non Premium,7.33,12.88,42.35,0.7,303,4.05,68.97,3212.16,865,76.81,20.67,83.65,1230.34
27471,21-10-2022 10:36,23.3,329,Non Premium,7.33,12.88,42.35,0.7,303,4.16,70.41,3135.87,856,72.97,21.96,81.01,1234.21
27524,21-10-2022 11:29,24.5,346,Non Premium,7.33,12.88,42.35,0.7,303,4.2,66.75,3259.09,836,76.1,23.25,76.79,1211.1
27585,21-10-2022 12:30,23.2,340,Non Premium,7.33,12.88,42.35,0.7,303,4.32,69.09,3327.17,875,68.36,22.9,80.53,1176.79
27637,21-10-2022 13:22,22.6,357,Non Premium,7.33,12.88,42.35,0.7,303,4.21,66.86,3121.32,875,73.49,22.68,79.52,1233.26
27701,21-10-2022 14:26,22.2,347,Non Premium,7.33,12.88,42.35,0.7,303,4.2,66.51,3232.26,856,81.49,21.89,79.13,1248.26
27767,21-10-2022 15:32,21.6,360,Non Premium,7.33,12.88,42.35,0.7,303,4.07,65.46,3111.55,896,79.25,21.73,80.59,1241.37
27817,21-10-2022 16:22,19.1,368,,7.33,12.88,42.35,0.7,303,4.13,64.27,3116.23,896,79.35,22.42,81,1240.54
27873,21-10-2022 17:18,21,373,Non Premium,7.33,12.88,,0.7,303,4.09,65.57,3045.34,856,82.33,25.14,76.19,1237.32
27935,21-10-2022 18:20,22,361,Non Premium,7.33,12.88,42.35,0.7,303,4.17,64.09,2955.4,865,91.26,24.53,76.45,1240.31
27999,21-10-2022 19:24,22.1,343,Premium,7.33,12.88,42.35,0.7,303,3.83,60.48,3321.87,915,99.83,23.12,78.54,1229.67
28055,21-10-2022 20:20,19.9,341,Premium,7.33,12.88,42.35,0.7,303,3.79,59.44,3209.29,896,86.56,24.06,75.15,1216.95
28117,21-10-2022 21:22,18.8,356,Premium,7.33,12.88,42.35,0.7,303,3.72,60.71,3239.48,896,105.07,23.47,75.48,1202.08
28181,21-10-2022 22:26,18.6,330,Premium,7.33,12.88,42.35,0.7,303,3.65,58.62,3276.18,895,67.3,21.88,81.94,1246.4
28301,22-10-2022 00:26,21.3,349,Premium,7.5,12.84,42.35,0.7,268,3.67,61.74,3144.66,896,71.65,22.9,81.24,1261.45
28359,22-10-2022 01:24,21.2,335,Premium,7.5,12.84,42.35,0.7,268,3.85,64.94,3027.42,866,82.19,20.64,83.01,1245.94
28435,22-10-2022 02:40,21.9,329,Premium,7.5,12.84,42.35,0.7,268,3.82,63.91,3192.45,865,76.45,21.19,81.98,1262.03
28473,22-10-2022 03:18,21.8,334,Premium,7.5,12.84,42.35,0.7,268,3.76,64.23,3107.07,865,81.36,21.98,81.16,1265.78
28542,22-10-2022 04:27,18.5,344,Premium,7.5,12.84,42.35,0.7,268,3.81,65.22,3139.87,865,79.31,22.6,80.44,1263.26
28605,22-10-2022 05:30,21.6,335,Premium,7.5,12.84,42.35,0.7,268,3.79,63.06,3081.55,856,71.23,23.56,80.14,1273.08
28659,22-10-2022 06:24,20.7,339,Premium,7.5,12.84,42.35,0.7,268,3.81,63.29,3235.04,896,75.19,23.81,78.71,1238.9
28715,22-10-2022 07:20,19.8,334,Premium,7.5,12.84,42.35,0.7,268,3.74,63.64,3160.08,896,92.23,22.19,80.16,1260.38
28777,22-10-2022 08:22,19.8,339,Premium,7.5,12.84,42.35,0.7,268,3.82,63.8,3110.89,896,70.94,21.87,82.9,1265.75
28835,22-10-2022 09:20,20,340,Premium,7.5,12.84,42.35,0.7,268,3.66,61.24,3173.07,896,87.37,21.68,82.38,1267.79
28896,22-10-2022 10:21,23.4,344,Premium,7.5,12.84,42.35,0.7,268,3.67,64.87,3025.58,866,89.93,23.28,80.39,1219.7
28956,22-10-2022 11:21,22.6,339,Premium,7.5,12.84,42.35,0.7,268,3.78,63.31,2979.33,887,91.51,23.84,79.81,1211.81
29018,22-10-2022 12:23,20.6,343,Premium,7.5,12.84,42.35,0.7,268,3.59,63.69,3161.33,887,64.73,23.73,80.77,1212.23
29076,22-10-2022 13:21,21.7,349,Premium,7.5,12.84,42.35,0.7,268,3.83,64.23,2988.3,886,91.88,22.56,82.59,1211.61
29155,22-10-2022 14:40,18.6,348,Premium,7.5,12.84,42.35,0.7,268,3.76,63.76,3183.36,886,76.78,23.65,79.15,1189.74
29205,22-10-2022 15:30,20.7,347,Premium,7.5,12.84,42.35,0.7,268,3.7,64.3,3130.83,886,75.34,22.84,80.74,1193.42
29261,22-10-2022 16:26,21.9,352,Premium,7.5,12.84,42.35,0.7,268,3.81,64.05,3027.53,887,67.4,22.64,80.07,1190.05
29320,22-10-2022 17:25,21.2,350,Premium,7.5,12.84,42.35,0.7,268,3.86,64.21,2900.4,886,78.75,21.31,82.93,1197.09
29386,22-10-2022 18:31,21.9,347,Premium,7.5,12.84,42.35,0.7,268,3.68,63.67,2995.23,886,106,21.7,82.22,1231.57
29437,22-10-2022 19:22,18.8,341,Premium,7.5,12.84,42.35,0.7,268,3.72,63.84,3121.44,886,76.16,22.15,81.85,1211.19
29501,22-10-2022 20:26,22,340,Premium,7.5,12.84,42.35,0.7,268,3.48,59.77,2847.21,886,101.26,22.6,81.39,1202.01
29575,22-10-2022 21:40,21.5,344,Premium,7.5,12.84,42.35,0.7,268,3.57,62.52,2764.69,887,84.47,22.58,82.27,1213.79
29622,22-10-2022 22:27,18.6,350,Premium,7.5,12.84,42.35,0.7,268,3.82,64.68,3156.57,886,89.71,21.86,82.02,1222
29675,22-10-2022 23:20,19,338,Premium,7.5,12.84,42.35,0.7,268,3.75,64.47,2984.64,886,69.6,21.2,84.24,1228.51
29737,23-10-2022 00:22,19.5,353,Premium,7.16,12.86,42.35,0.7,286,3.89,66.44,2806.03,875,71.23,21.43,84.24,1228.64
29804,23-10-2022 01:29,18.8,350,Premium,7.16,12.86,42.35,0.7,286,3.73,64.96,3121.95,855,67.69,21.03,85.84,1216.99
29857,23-10-2022 02:22,21.7,352,Premium,7.16,12.86,42.35,0.7,286,3.92,65.96,3011.06,866,71.44,20.96,86.33,1223.93
29980,23-10-2022 04:25,20.2,338,Premium,7.16,12.86,42.35,0.7,286,4.17,70.15,3059.14,875,86.7,20.25,86.87,1209.52
30052,23-10-2022 05:37,22.6,344,Non Premium,7.16,12.86,42.35,0.7,286,4.28,72.17,3236.22,856,91.2,26.04,72.54,1229.08
30110,23-10-2022 06:35,20.4,343,Non Premium,7.16,12.86,42.35,0.7,286,3.89,63.2,3007.51,856,101.26,20.51,84.69,1253.8
30156,23-10-2022 07:21,21.7,348,Non Premium,7.16,12.86,42.35,0.7,286,4.05,64.93,2884.66,875,77.61,20.98,84.77,1235.56
30219,23-10-2022 08:24,21.5,341,Non Premium,7.16,12.86,42.35,0.7,286,4.05,65.71,2520.51,866,120.96,19.95,81.22,1240.96
30276,23-10-2022 09:21,22.7,342,Non Premium,7.16,12.86,42.35,0.7,286,4.14,67.54,3117.68,875,91.41,23.29,75.31,1199.14
30339,23-10-2022 10:24,20.8,350,Non Premium,7.16,12.86,42.35,0.7,286,3.92,64.53,3158.04,875,74.88,22.9,77.39,1220.15
30396,23-10-2022 11:21,21.3,355,Non Premium,7.16,12.86,42.35,0.7,286,4,66.2,3184.51,875,70.84,22.91,75.86,1218.18
30456,23-10-2022 12:21,18.4,362,Non Premium,7.16,12.86,42.35,0.7,286,4.03,68.85,2992.45,876,71.67,22.46,76.15,1234.34
30515,23-10-2022 13:20,19.9,347,Non Premium,7.16,12.86,42.35,0.7,286,4.03,67.11,3110.62,856,79.41,24.16,76.07,1236.92
30577,23-10-2022 14:22,18.6,346,Non Premium,7.16,12.86,42.35,0.7,286,4.11,68.36,3178.19,875,73.29,22.3,76.77,1232.23
30633,23-10-2022 15:18,18.2,337,Premium,7.16,12.86,42.35,0.7,286,4.13,67.47,3268.27,875,79.39,22.82,75.68,1206.31
33081,25-10-2022 08:06,22.3,323,Premium,7.16,12.77,42.01,1.7,296,3.04,50.86,3066.17,865,94.3,22.84,73.18,1399.55
33110,25-10-2022 08:35,19.1,326,Premium,7.16,12.77,42.01,1.7,296,3.65,60.96,3218.91,896,69.6,21.7,79.93,1276.34
33156,25-10-2022 09:21,20,333,Premium,7.16,12.77,42.01,1.7,296,3.71,62.61,2929.94,896,73.84,23.93,78.44,1250.8
33221,25-10-2022 10:26,21.1,331,Premium,7.16,12.77,42.01,1.7,296,4.07,69.22,2785.73,896,78.67,20.26,82.63,1237.85
33275,25-10-2022 11:20,19.4,318,Premium,7.16,12.77,42.01,1.7,296,4.17,70.35,2937.67,896,74.07,22.63,80,1231.54
33335,25-10-2022 12:20,18.6,330,Premium,7.16,12.77,42.01,1.7,296,4.16,71.86,2277.5,897,74.11,25.55,73.36,1222.28
33397,25-10-2022 13:22,20.8,341,Premium,7.16,12.77,42.01,1.7,296,4.14,72.71,3034.37,856,59.99,23.71,77.88,1245.18
33585,25-10-2022 16:30,21.5,349,Premium,7.16,12.77,42.01,1.7,296,3.78,65.62,3039.78,875,54.44,21.57,80.02,1290.42
33641,25-10-2022 17:26,20.7,345,Premium,7.16,12.77,42.01,1.7,296,3.82,64.32,3236.9,875,67.01,24.34,78.66,1235.15
33699,25-10-2022 18:24,20.5,339,Premium,7.16,12.77,42.01,1.7,296,3.83,65.21,3020.09,875,59.64,24.78,77.19,1241.3
33761,25-10-2022 19:26,21.3,342,Premium,7.16,12.77,42.01,1.7,296,3.85,67.46,3114.93,875,63.55,24.34,79.37,1235.71
33823,25-10-2022 20:28,18.4,331,Premium,7.16,12.77,42.01,1.7,296,3.98,64.27,3106.74,875,74.63,22.36,81.84,1240.32
34609,26-10-2022 09:34,20.8,322,Premium,7.22,12.95,42.01,1.7,261,3.32,52.82,3060.55,845,107.04,26.33,68.28,1336.76
34669,26-10-2022 10:34,21.1,341,Premium,7.22,12.95,42.01,1.7,261,3.6,56.45,3265.72,886,71.84,23.04,78.51,1236.18
34735,26-10-2022 11:40,20.8,334,Premium,7.22,12.95,42.01,1.7,261,3.62,56.65,3090.12,887,81.11,20.96,80.54,1249.58
34779,26-10-2022 12:24,21.8,326,Premium,7.22,12.95,42.01,1.7,261,3.53,56.06,3153.78,875,70.68,23.3,77.72,1228.76
34837,26-10-2022 13:22,21.3,330,Premium,7.22,12.95,42.01,1.7,261,3.9,63.76,3136.63,875,80.8,23.7,76.49,1217.44
34909,26-10-2022 14:34,20.6,348,Premium,7.22,12.95,42.01,1.7,261,3.84,63.73,3054.98,886,76.45,21.55,80.48,1223.07
34963,26-10-2022 15:28,20.1,343,Premium,7.22,12.95,42.01,1.7,261,3.83,65.2,3058.46,886,76.62,22.22,78.76,1225.77
35024,26-10-2022 16:29,21.7,337,Premium,7.22,12.95,42.01,1.7,261,3.82,66.7,3008.04,886,79.27,22.35,79.23,1214.67
35079,26-10-2022 17:24,20.3,341,Premium,7.22,12.95,42.01,1.7,261,4.04,69.4,3075.12,886,74.65,20.92,80.72,1209.66
35146,26-10-2022 18:31,19.8,338,Premium,7.22,12.95,42.01,1.7,261,4.17,68.98,3172.03,886,73.14,24.88,76.3,1208.14
35203,26-10-2022 19:28,18.3,325,Premium,7.22,12.95,42.01,1.7,261,3.77,65.6,3137.19,886,81.9,23.97,77.39,1215.46
35263,26-10-2022 20:28,20.3,332,Premium,7.22,12.95,42.01,1.7,261,3.9,64.74,3072,875,94.76,22.48,80.37,1238.63
35316,26-10-2022 21:21,18.5,325,Premium,7.22,12.95,42.01,1.7,261,3.99,69.12,3148.63,875,78.83,23.31,76.48,1234.79
35376,26-10-2022 22:21,19.4,343,Premium,7.22,12.95,42.01,1.7,261,3.95,68.03,3005.52,875,79.19,21.47,80.49,1248.11
35493,27-10-2022 00:18,18.4,336,Premium,7.48,12.95,42.01,1.7,299,3.81,64.3,2156.98,887,129.59,25.05,68.39,1313.22
35561,27-10-2022 01:26,19.2,332,Premium,7.48,12.95,42.01,1.7,299,3.95,69.16,2914.73,886,62.74,23.13,78.7,1243.34
35616,27-10-2022 02:21,18.4,347,Premium,7.48,12.95,42.01,1.7,299,3.95,68.32,3071.63,887,68.6,22.87,76.21,1242.31
35679,27-10-2022 03:24,21.8,325,Non Premium,7.48,12.95,42.01,1.7,299,4.15,71.77,3258.22,856,71.69,23.73,79.22,1247.41
35751,27-10-2022 04:36,22.4,332,Non Premium,7.48,12.95,42.01,1.7,299,4.27,72.58,3172.04,865,76.37,21.88,81.84,1239.88
35801,27-10-2022 05:26,22.8,336,Non Premium,7.48,12.95,42.01,1.7,299,4.2,72.03,3002.49,846,100.31,21.28,81.07,1253.7
35865,27-10-2022 06:30,22.5,346,Non Premium,7.48,12.95,42.01,1.7,299,4.27,73.54,3104.57,866,69.64,23.29,79.92,1245.52
35923,27-10-2022 07:28,21.2,336,Non Premium,7.48,12.95,42.01,1.7,299,3.89,66.96,3001.99,865,84.76,28.05,70.66,1279.03
35987,27-10-2022 08:32,22.5,333,Non Premium,7.48,12.95,42.01,1.7,299,4.19,71.12,3025.03,845,56.2,21.45,82.66,1264.06
36037,27-10-2022 09:22,22,323,Premium,7.48,12.95,42.01,1.7,299,3.98,67.91,3124.04,875,58.37,23.38,80.07,1217.94
36100,27-10-2022 10:25,20,338,Premium,7.48,12.95,42.01,1.7,299,3.95,67.54,3192.51,887,68.52,22.72,80.61,1234.99
